"","Player","Team","Year","age","g","mp_per_game","x3pa","x3ppercent","efgpercent","ftpercent","ast","tov","pf","per","ftr","drbpercent","stlpercent","blkpercent","tovpercent","usgpercent","dws","dbpm","vorp","Age","ORtg","FTr","eFG.","ORB.","FT.FGA","G","MP","FGA","X3P.","FT.","DRB","TRB","AST","STL","BLK","TOV","pos","EWING"
"296","Ralph Sampson","GSW",1988,27,29,33,0.2,0,0.438,0.775,2.9,3.8,3.5,14,0.27,0.248,0.012,0.034,0.192,0.24,0.9,1.2,0,25.4,104.7,0.298,0.511,0.312,0.283,82,241.2,90.3,0.292,0.796,27.5,41.4,24.5,9,3.5,17,"C","1"
"297","Sleepy Floyd","GSW",1988,27,18,37.8,1.1,0.05,0.44,0.835,9.9,3.7,2.6,19.5,0.462,0.109,0.019,0.002,0.156,0.256,0.2,-1.6,0.6,25.4,104.7,0.298,0.511,0.312,0.283,82,241.2,90.3,0.292,0.796,27.5,41.4,24.5,9,3.5,17,"PG","1"
"298","Joe Barry Carroll","GSW",1988,29,14,29.1,0.1,0,0.378,0.797,1.4,3.1,3.3,11.8,0.354,0.202,0.015,0.036,0.151,0.282,0.4,-1,-0.5,25.4,104.7,0.298,0.511,0.312,0.283,82,241.2,90.3,0.292,0.796,27.5,41.4,24.5,9,3.5,17,"C","1"
"299","Mitch Richmond","GSW",1991,25,77,39.3,1.5,0.348,0.508,0.847,3.1,3,2.7,17.8,0.327,0.111,0.019,0.007,0.124,0.245,1.9,-0.8,2.3,26.5,111.9,0.376,0.497,0.31,0.289,82,241.5,89.6,0.337,0.783,28.1,41.7,23.8,9.8,4.6,16.6,"SG","1"
"300","Tyrone Hill","GSW",1993,24,74,28,0.1,0,0.508,0.624,0.9,1.2,4.3,12.9,0.447,0.27,0.01,0.012,0.135,0.135,2.3,0,0.4,25,109.2,0.342,0.501,0.342,0.261,82,242.7,88,0.35,0.717,29.1,43.9,24.5,8.5,4.7,17.7,"C","1"
"301","Chris Webber","GSW",1994,20,76,32.1,0.2,0,0.552,0.532,3.6,2.7,3.3,21.7,0.342,0.17,0.018,0.041,0.147,0.237,3.2,2.4,4.5,25,108.3,0.322,0.488,0.329,0.21,82,241.2,87.1,0.339,0.664,29.2,43.6,26.8,9.8,6.2,17.5,"C","0"
"302","Donyell Marshall","GSW",1995,21,32,32.8,4.3,0.27,0.454,0.64,1.5,1.8,2.9,12.4,0.221,0.145,0.009,0.025,0.103,0.223,0.5,-0.9,-0.1,26,106.7,0.348,0.522,0.303,0.216,82,242.7,83.8,0.341,0.704,28.9,42.3,24.6,7.9,4.8,18.3,"SF","1"
"303","Tom Gugliotta","GSW",1995,25,40,33.1,2.3,0.311,0.479,0.567,3.1,2.3,2.5,12.2,0.244,0.166,0.019,0.012,0.175,0.17,1,1.4,0.8,26,106.7,0.348,0.522,0.303,0.216,82,242.7,83.8,0.341,0.704,28.9,42.3,24.6,7.9,4.8,18.3,"PF","1"
"304","Ricky Pierce","GSW",1995,35,27,24.9,2.6,0.329,0.482,0.877,1.5,0.9,1.4,15.1,0.417,0.086,0.016,0.002,0.074,0.204,0.2,-2.4,0,26,106.7,0.348,0.522,0.303,0.216,82,242.7,83.8,0.341,0.704,28.9,42.3,24.6,7.9,4.8,18.3,"PG","1"
"305","Rony Seikaly","GSW",1996,30,64,28.3,0,0.667,0.504,0.723,1.1,2.8,3.4,14.2,0.496,0.214,0.011,0.028,0.206,0.209,1.8,0.3,-0.1,27,108.4,0.349,0.51,0.339,0.232,82,240.9,81.7,0.373,0.759,27.9,42.2,23,8.6,5.7,16.4,"C","0"
"306","Kevin Willis","GSW",1996,33,28,27.8,0.1,0.25,0.435,0.701,0.7,2.2,3.4,10.9,0.257,0.215,0.009,0.015,0.157,0.222,0.6,-1.9,-0.9,27,108.4,0.349,0.51,0.339,0.232,82,240.9,81.7,0.373,0.759,27.9,42.2,23,8.6,5.7,16.4,"PF","0"
"307","Tim Hardaway","GSW",1996,29,52,28.6,4.5,0.366,0.491,0.769,6.9,2.4,2.5,18.5,0.3,0.085,0.026,0.005,0.154,0.238,1,-2.2,1.3,27,108.4,0.349,0.51,0.339,0.232,82,240.9,81.7,0.373,0.759,27.9,42.2,23,8.6,5.7,16.4,"PG","0"
"308","Mark Price","GSW",1997,32,70,26.8,4,0.396,0.542,0.906,4.9,2.3,1.4,16.5,0.29,0.091,0.019,0.001,0.195,0.196,0.3,-2.8,0.9,26.7,107.2,0.332,0.518,0.323,0.234,82,242.7,80.1,0.353,0.778,27.5,40.8,22.2,7.5,4.4,17.2,"PG","0"
"309","Chris Mullin","GSW",1997,33,79,34.6,2.6,0.411,0.605,0.864,4.1,2.4,2,17.6,0.269,0.105,0.025,0.009,0.178,0.176,1.1,-0.2,3.3,26.7,107.2,0.332,0.518,0.323,0.234,82,242.7,80.1,0.353,0.778,27.5,40.8,22.2,7.5,4.4,17.2,"SF","0"
"310","Latrell Sprewell","GSW",1998,27,14,39.1,3.4,0.188,0.413,0.745,4.9,3.1,1.9,15.1,0.339,0.088,0.018,0.006,0.121,0.289,0.4,-1.7,0.1,25.9,95.8,0.278,0.469,0.337,0.247,82,241.8,83.9,0.272,0.71,30.2,45.9,20.8,7.6,5.5,16.7,"SG","1"
"311","Clarence Weatherspoon","GSW",1998,27,31,33.4,0,0,0.458,0.748,1.6,1.6,2.8,14.4,0.372,0.18,0.021,0.015,0.134,0.157,1.3,2,0.6,25.9,95.8,0.278,0.469,0.337,0.247,82,241.8,83.9,0.272,0.71,30.2,45.9,20.8,7.6,5.5,16.7,"PF","1"
"312","John Starks","GSW",1999,33,50,33.7,5.4,0.29,0.423,0.74,4.7,1.7,2.7,13.9,0.137,0.084,0.022,0.002,0.097,0.225,1.5,-0.6,1.3,28.1,98.4,0.282,0.445,0.352,0.29,50,242.5,83.5,0.287,0.676,31.2,47.5,20.7,8.3,4.4,15.4,"SG","0"
"313","John Starks","GSW",2000,34,33,33.6,4.9,0.348,0.433,0.833,5.2,1.9,2.8,12.4,0.106,0.082,0.017,0.002,0.107,0.226,0.1,-3.1,-0.2,26.9,99.8,0.301,0.499,0.326,0.259,82,240.9,87.1,0.323,0.697,29.7,45.6,22.6,8.9,4.3,15.9,"SG","0"
"314","Donyell Marshall","GSW",2000,26,64,32.4,2.2,0.355,0.423,0.78,2.6,1.9,2.8,17.1,0.304,0.242,0.017,0.023,0.114,0.219,1.9,0.8,1.4,26.9,99.8,0.301,0.499,0.326,0.259,82,240.9,87.1,0.323,0.697,29.7,45.6,22.6,8.9,4.3,15.9,"PF","0"
"315","Antawn Jamison","GSW",2003,26,82,39.3,2.5,0.311,0.492,0.789,1.9,2.2,2.4,19,0.323,0.125,0.012,0.009,0.095,0.245,0.3,-2.4,1.9,24.4,108.3,0.343,0.482,0.35,0.22,82,240.9,84.6,0.344,0.778,31,46.7,20.9,7.2,6.2,15.8,"SF","0"
"316","Gilbert Arenas","GSW",2003,21,82,35,3.8,0.348,0.478,0.791,6.3,3.5,3.2,18.6,0.397,0.106,0.022,0.004,0.173,0.249,0.7,-1.6,3.1,24.4,108.3,0.343,0.482,0.35,0.22,82,240.9,84.6,0.344,0.778,31,46.7,20.9,7.2,6.2,15.8,"PG","0"
"317","Erick Dampier","GSW",2004,28,74,32.5,0,0,0.535,0.654,0.8,1.8,3.1,20.1,0.511,0.255,0.007,0.041,0.141,0.178,3.4,1.1,2.1,28.1,103,0.311,0.476,0.284,0.211,82,242.1,79.4,0.334,0.725,30.9,43.1,20.5,7,4.7,14.8,"C","0"
"318","Clifford Robinson","GSW",2004,37,82,34.7,3.8,0.357,0.447,0.711,3.3,2.1,2.9,10.8,0.183,0.106,0.013,0.018,0.145,0.193,2.1,0.3,0.9,28.1,103,0.311,0.476,0.284,0.211,82,242.1,79.4,0.334,0.725,30.9,43.1,20.5,7,4.7,14.8,"PF","0"
"319","Baron Davis","GSW",2005,25,28,35.3,7.8,0.341,0.483,0.755,8.3,3.3,2.6,20.4,0.327,0.106,0.026,0.007,0.153,0.271,0.9,-1.1,1.4,26.7,104.7,0.278,0.491,0.278,0.227,82,242.7,85.8,0.352,0.722,29.7,42.7,22.1,7.8,5.1,13.6,"PG","1"
"320","Clifford Robinson","GSW",2005,38,42,26,3,0.331,0.458,0.603,1.8,1,2.5,11,0.164,0.087,0.021,0.025,0.097,0.17,1,0.7,0.3,26.7,104.7,0.278,0.491,0.278,0.227,82,242.7,85.8,0.352,0.722,29.7,42.7,22.1,7.8,5.1,13.6,"C","1"
"321","Mike Dunleavy","GSW",2007,26,39,26.9,2.7,0.346,0.497,0.772,3,1.8,2.1,14.6,0.273,0.157,0.018,0.009,0.146,0.197,0.9,0,0.4,24.6,107,0.3,0.506,0.256,0.264,82,240.9,86,0.356,0.717,30,41.4,23.8,9.1,5.7,16,"PF","1"
"322","Jason Richardson","GSW",2007,26,51,32.8,5.9,0.365,0.492,0.657,3.4,1.6,2.5,15.5,0.191,0.126,0.016,0.014,0.093,0.223,1.3,-0.6,1.2,24.6,107,0.3,0.506,0.256,0.264,82,240.9,86,0.356,0.717,30,41.4,23.8,9.1,5.7,16,"SG","1"
"323","Troy Murphy","GSW",2007,26,26,25.7,2.3,0.373,0.511,0.712,2.3,1.1,2.4,14.8,0.367,0.201,0.015,0.019,0.122,0.152,0.7,1.1,0.5,24.6,107,0.3,0.506,0.256,0.264,82,240.9,86,0.356,0.717,30,41.4,23.8,9.1,5.7,16,"PF","1"
"324","Baron Davis","GSW",2008,28,82,39,6.4,0.33,0.483,0.75,7.6,2.8,3,19.8,0.278,0.101,0.029,0.01,0.119,0.256,2.8,-0.1,4.5,25.5,111.8,0.276,0.509,0.272,0.258,82,241.2,90.3,0.348,0.752,30.4,43.2,22.4,9.1,4.6,13.2,"PG","0"
"325","Jamal Crawford","GSW",2009,28,54,38.6,5.9,0.338,0.468,0.889,4.4,2.3,1.5,15,0.349,0.081,0.011,0.004,0.11,0.226,-0.1,-3.2,0.2,25,109.5,0.339,0.508,0.261,0.251,82,242.4,86,0.373,0.791,30.4,42,20.9,7.8,6.4,14.6,"PG","0"
"326","Corey Maggette","GSW",2010,30,70,29.7,0.7,0.26,0.523,0.835,2.5,2.4,3.3,20.3,0.622,0.152,0.012,0.001,0.13,0.267,0.7,-2.6,0.5,25.1,108.1,0.294,0.525,0.209,0.26,82,240.6,86.5,0.375,0.782,29.2,38.4,22.4,9.3,4.1,14.7,"PF","1"
"327","Monta Ellis","GSW",2012,26,37,36.9,4.2,0.321,0.469,0.812,6,3.3,2.3,18.6,0.264,0.092,0.021,0.007,0.135,0.307,0.4,-2.2,0.6,25.3,105.4,0.227,0.496,0.229,0.237,66,241.1,82.5,0.388,0.77,29.5,39.2,22.3,8,5.5,13.9,"SG","1"
"328","Richard Jefferson","GSW",2012,31,22,26.4,3.6,0.418,0.518,0.686,1.5,0.8,1.7,11.6,0.207,0.133,0.011,0.009,0.089,0.161,0.1,-1.7,0,25.3,105.4,0.227,0.496,0.229,0.237,66,241.1,82.5,0.388,0.77,29.5,39.2,22.3,8,5.5,13.9,"SF","1"
"329","Jarrett Jack","GSW",2013,29,79,29.7,2.6,0.404,0.499,0.843,5.6,2,1.7,15.9,0.231,0.101,0.013,0.004,0.143,0.21,1.8,-1.4,1,25.3,106.4,0.255,0.486,0.254,0.211,82,241.5,83.4,0.403,0.79,34.2,45,22.5,6.9,4.2,15.1,"SG","1"
"330","Harrison Barnes","GSW",2016,23,66,30.9,3.2,0.383,0.531,0.761,1.8,0.9,2.1,12.3,0.212,0.124,0.01,0.004,0.076,0.159,1.9,-0.6,0.9,27.4,114.5,0.25,0.479,0.235,0.208,82,242.4,87.3,0.416,0.763,36.2,46.2,28.9,8.4,6.1,15.2,"SF","0"
"331","Moses Malone","HOU",1982,26,81,42,0.1,0,0.519,0.762,1.8,3.6,2.6,26.8,0.454,0.212,0.011,0.021,0.119,0.299,3.7,-1.1,5.4,28.3,108.3,0.302,0.5,0.378,0.209,82,241.2,89.8,0.284,0.729,27.9,45,24.1,7.9,5.2,16.1,"C","0"
"332","Ralph Sampson","HOU",1987,26,43,30.8,0.1,0,0.489,0.624,2.8,2.9,3.9,15.4,0.334,0.232,0.015,0.025,0.163,0.239,2.4,2,0.7,26.1,106.5,0.324,0.47,0.335,0.261,82,241.2,88.6,0.275,0.741,30.3,44.8,27.2,8,6.8,16.9,"PF","1"
"333","Rodney McCray","HOU",1988,26,81,33.2,0,0,0.481,0.785,3.3,1.8,2,15.1,0.492,0.154,0.01,0.011,0.137,0.157,3.2,1.7,3.1,27.7,107.1,0.338,0.473,0.331,0.243,82,240,89.7,0.237,0.78,30.9,46,23.6,8.7,6.1,16.7,"SF","0"
"334","Joe Barry Carroll","HOU",1988,29,63,25.3,0,0,0.452,0.748,1.5,1.9,2.4,14,0.211,0.186,0.011,0.028,0.134,0.227,2.4,0.9,0,27.7,107.1,0.338,0.473,0.331,0.243,82,240,89.7,0.237,0.78,30.9,46,23.6,8.7,6.1,16.7,"C","0"
"335","Ralph Sampson","HOU",1988,27,19,37.1,0.3,0.333,0.443,0.741,1.9,3.3,3.3,12.6,0.314,0.168,0.011,0.026,0.167,0.211,1,1.3,0.1,27.7,107.1,0.338,0.473,0.331,0.243,82,240,89.7,0.237,0.78,30.9,46,23.6,8.7,6.1,16.7,"PF","0"
"336","Clyde Drexler","HOU",1995,32,35,37.1,4.8,0.357,0.563,0.809,4.4,2.5,2.5,22.1,0.369,0.15,0.024,0.012,0.127,0.242,1.7,0.9,2.5,28.5,109.7,0.31,0.489,0.269,0.199,82,240.6,80.2,0.368,0.749,29.8,40.5,25.1,8.8,6.3,16.1,"SG","1"
"337","Otis Thorpe","HOU",1995,32,36,33,0.1,0,0.563,0.528,1.6,2.1,2.8,14.7,0.347,0.193,0.009,0.008,0.153,0.188,1.2,-0.2,0.2,28.5,109.7,0.31,0.489,0.269,0.199,82,240.6,80.2,0.368,0.749,29.8,40.5,25.1,8.8,6.3,16.1,"PF","1"
"338","Sam Cassell","HOU",1996,26,61,27.6,3.4,0.348,0.495,0.825,4.6,2.6,2.7,16.8,0.433,0.09,0.016,0.002,0.167,0.251,1.2,-2.2,0.7,29,109.3,0.317,0.495,0.269,0.206,82,241.5,81,0.362,0.765,29.9,41.1,24.2,7.9,5.8,15.2,"PG","1"
"339","Eddie Johnson","HOU",1997,37,24,25.3,4.3,0.388,0.535,0.854,1.5,1.3,2,14.2,0.181,0.135,0.009,0.001,0.109,0.205,0.6,-1.7,0.2,30.8,108.8,0.307,0.481,0.284,0.19,82,242.1,79.1,0.365,0.755,31.3,42.6,24.5,8.4,4.2,16.6,"SF","0"
"340","Kevin Willis","HOU",1998,35,81,31.2,0.1,0.143,0.511,0.793,1,2.1,2.9,18.3,0.293,0.207,0.011,0.011,0.126,0.241,1.7,-1.9,-0.3,32,107.7,0.326,0.499,0.298,0.208,82,241.8,79.4,0.343,0.771,28.7,40.7,21.9,8.4,3.6,15.8,"PF","1"
"341","Scottie Pippen","HOU",1999,33,50,40.2,4.2,0.34,0.492,0.721,5.9,3.2,2.4,16.8,0.303,0.142,0.026,0.013,0.188,0.197,2.3,1.7,2.8,29.6,105.4,0.313,0.461,0.278,0.188,50,241.5,76,0.368,0.729,30.8,41.5,21.2,7.7,5.2,16.2,"SF","0"
"342","Hakeem Olajuwon","HOU",2001,38,58,26.6,0,0,0.498,0.621,1.2,1.4,2.4,20.7,0.349,0.224,0.024,0.04,0.11,0.219,2.6,2.2,1.6,26.7,106.7,0.321,0.475,0.275,0.206,82,241.8,79.2,0.357,0.758,30.8,42,19.7,7.2,4.4,14.7,"C","0"
"343","Glen Rice","HOU",2003,35,62,24.7,4.1,0.398,0.539,0.759,1,0.9,1.6,11.9,0.182,0.093,0.008,0.002,0.1,0.165,0.8,-2.2,0.4,25.9,104.3,0.316,0.462,0.303,0.209,82,243,78.8,0.346,0.768,31.3,43.8,18.4,7.2,6,15.6,"SF","1"
"344","James Posey","HOU",2003,26,58,28.4,2.4,0.326,0.493,0.826,1.8,1.3,2.3,14.2,0.336,0.157,0.025,0.004,0.137,0.16,2.1,1,1.5,25.9,104.3,0.316,0.462,0.303,0.209,82,243,78.8,0.346,0.768,31.3,43.8,18.4,7.2,6,15.6,"SF","1"
"345","Steve Francis","HOU",2004,26,79,40.4,3.2,0.292,0.436,0.775,6.2,3.7,3.3,15.8,0.389,0.111,0.024,0.008,0.183,0.24,4.7,1.5,3.6,28.3,100.9,0.286,0.447,0.265,0.233,82,243,75.5,0.366,0.773,32.3,42.6,19.3,6.8,5.4,16.7,"PG","1"
"346","Cuttino Mobley","HOU",2004,28,80,40.4,5.3,0.39,0.501,0.811,3.2,2.3,2.2,14.1,0.201,0.112,0.018,0.008,0.133,0.201,4.3,0.7,3.1,28.3,100.9,0.286,0.447,0.265,0.233,82,243,75.5,0.366,0.773,32.3,42.6,19.3,6.8,5.4,16.7,"SG","1"
"347","David Wesley","HOU",2005,34,54,34.1,4.4,0.383,0.494,0.841,2.9,1.1,2.8,11.6,0.227,0.072,0.018,0.003,0.097,0.155,2.2,0.6,1.6,29.7,106.2,0.309,0.459,0.263,0.245,82,242.1,78.3,0.364,0.781,31.7,42.4,21.1,6.9,4.6,13.8,"SG","0"
"348","Derek Anderson","HOU",2006,31,20,29.1,3.4,0.284,0.448,0.836,2.7,1.9,2.5,12.5,0.422,0.141,0.014,0.006,0.153,0.198,0.7,0.2,0.2,28.8,101.6,0.317,0.472,0.255,0.247,82,241.8,76.2,0.332,0.759,31.3,41.6,19.3,7.2,3.9,14.5,"SG","1"
"349","David Wesley","HOU",2006,35,71,33.4,3.8,0.365,0.491,0.807,2.9,1.7,3,9.6,0.333,0.075,0.014,0.002,0.157,0.153,2.2,-0.1,0.8,28.8,101.6,0.317,0.472,0.255,0.247,82,241.8,76.2,0.332,0.759,31.3,41.6,19.3,7.2,3.9,14.5,"SG","1"
"350","Juwan Howard","HOU",2007,33,80,26.5,0,0,0.465,0.824,1.6,1.4,2.6,12.8,0.283,0.179,0.007,0.003,0.13,0.189,3.2,0.9,0.1,28.2,106,0.292,0.466,0.257,0.23,82,242.1,79.6,0.372,0.753,32.6,43.3,20.8,7.1,4.1,14.2,"PF","1"
"351","Kevin Martin","HOU",2010,26,24,35.8,4.2,0.31,0.479,0.924,2.3,2.4,1.9,17.1,0.523,0.084,0.014,0.002,0.116,0.254,0.5,-2.3,0.2,26,107.6,0.292,0.511,0.269,0.215,82,242.7,84.4,0.351,0.772,30.1,42,21.8,7.1,3.9,14.5,"SG","1"
"352","Shane Battier","HOU",2011,32,59,30.8,3.8,0.391,0.564,0.645,2.6,1.1,2.2,12.9,0.186,0.139,0.015,0.027,0.125,0.123,1.7,1.9,2.2,26.5,111.3,0.299,0.5,0.274,0.219,82,242.4,85.1,0.367,0.801,31.1,42.8,23.8,7.1,4.5,13.5,"SF","0"
"353","Goran Dragic","HOU",2012,25,66,26.5,3.1,0.337,0.518,0.805,5.3,2.4,2.5,18,0.317,0.077,0.025,0.004,0.187,0.218,1.5,-1,1.8,26.2,105.5,0.235,0.49,0.275,0.21,66,243.4,84,0.359,0.782,30.5,42.2,21.3,7.5,4.8,14.5,"PG","1"
"354","Marcus Camby","HOU",2012,37,19,24.1,0.3,0.4,0.492,0.423,1.7,0.5,2,19.6,0.206,0.317,0.019,0.047,0.068,0.146,0.9,4.3,0.7,26.2,105.5,0.235,0.49,0.275,0.21,66,243.4,84,0.359,0.782,30.5,42.2,21.3,7.5,4.8,14.5,"C","1"
"355","Kevin Martin","HOU",2012,28,40,31.6,5.6,0.347,0.486,0.894,2.8,1.8,1.8,16.5,0.333,0.086,0.012,0.002,0.102,0.247,0.6,-2.5,0.7,26.2,105.5,0.235,0.49,0.275,0.21,66,243.4,84,0.359,0.782,30.5,42.2,21.3,7.5,4.8,14.5,"SG","1"
"356","Kyle Lowry","HOU",2012,25,47,32.1,4.5,0.374,0.486,0.864,6.6,2.8,2.8,18.8,0.386,0.137,0.025,0.007,0.178,0.22,1.6,0.5,2.3,26.2,105.5,0.235,0.49,0.275,0.21,66,243.4,84,0.359,0.782,30.5,42.2,21.3,7.5,4.8,14.5,"PG","1"
"357","Luis Scola","HOU",2012,31,66,31.3,0,0,0.491,0.773,2.1,2.3,3.2,15.4,0.223,0.173,0.009,0.009,0.136,0.248,1.6,-0.4,0.3,26.2,105.5,0.235,0.49,0.275,0.21,66,243.4,84,0.359,0.782,30.5,42.2,21.3,7.5,4.8,14.5,"PF","1"
"358","Dwight Howard","HOU",2016,30,71,32.1,0.1,0,0.62,0.489,1.4,2.3,3.1,18.9,0.79,0.291,0.015,0.041,0.17,0.184,3.1,1.8,1.5,27.8,108.3,0.352,0.516,0.257,0.219,82,241.8,83.5,0.347,0.694,31.7,43.1,22.2,10,5.2,15.9,"C","1"
"359","Lou Williams","HOU",2017,30,23,25.7,5.6,0.318,0.464,0.867,2.4,1.7,1.1,15.4,0.428,0.107,0.012,0.012,0.113,0.253,0.4,-2.5,-0.1,27.4,114.7,0.304,0.519,0.246,0.194,82,241.2,87.2,0.357,0.766,33.5,44.4,25.2,8.2,4.3,15.1,"SG","1"
"360","Alex English","IND",1980,26,54,28.3,0.1,0,0.504,0.814,2.6,2.3,2.4,17.7,0.204,0.149,0.014,0.012,0.142,0.222,1.3,-0.7,1,25.3,105.5,0.303,0.493,0.354,0.23,82,242.1,93.8,0.28,0.751,28.4,45.4,26.2,11,6.5,18.5,"SF","1"
"361","Mickey Johnson","IND",1980,27,82,32.3,0.4,0.156,0.465,0.799,4.2,3.5,3.5,20.3,0.379,0.171,0.027,0.023,0.162,0.259,3.5,1.5,3.6,25.3,105.5,0.303,0.493,0.354,0.23,82,242.1,93.8,0.28,0.751,28.4,45.4,26.2,11,6.5,18.5,"PF","1"
"362","James Edwards","IND",1981,25,81,29.3,0,0,0.509,0.703,2.6,2,3.8,18.2,0.346,0.18,0.006,0.031,0.124,0.223,2.6,0.3,2.1,26,106.4,0.351,0.492,0.355,0.248,82,240.6,88.4,0.178,0.715,27.6,43.8,25.5,10.2,5.9,18.2,"C","0"
"363","Don Buse","IND",1982,31,82,30.8,2.3,0.386,0.509,0.813,5,1.2,2.1,14.8,0.18,0.078,0.032,0.006,0.114,0.137,3.4,1.3,2.9,27,102.7,0.304,0.494,0.305,0.221,82,241.8,87.4,0.326,0.741,28.9,42.8,23.1,9.2,6,17,"PG","0"
"364","Billy Knight","IND",1983,30,80,28.3,0.2,0.158,0.522,0.841,2.4,2.4,1.8,18.7,0.415,0.086,0.013,0.002,0.142,0.236,0.3,-2.7,1,24.9,103.8,0.247,0.52,0.336,0.249,82,241.8,94.2,0.212,0.758,28,43.8,26.2,9.2,5,18.7,"SG","1"
"365","LaSalle Thompson","IND",1989,27,33,31.9,0,0,0.538,0.806,1.1,1.9,4,15.5,0.296,0.221,0.015,0.021,0.149,0.166,1.2,0.8,0.7,25.2,106.8,0.328,0.478,0.315,0.275,82,242.1,84.7,0.328,0.789,30.5,43.4,24.5,6.9,5.1,18.9,"C","1"
"366","Wayman Tisdale","IND",1989,24,48,27.6,0.1,0,0.505,0.792,1.6,2.2,3.8,17.3,0.443,0.167,0.013,0.014,0.137,0.246,1.1,-0.9,0.5,25.2,106.8,0.328,0.478,0.315,0.275,82,242.1,84.7,0.328,0.789,30.5,43.4,24.5,6.9,5.1,18.9,"PF","1"
"367","Micheal Williams","IND",1992,25,79,34.8,0.4,0.242,0.495,0.871,8.2,3,3.3,18.4,0.518,0.08,0.041,0.005,0.192,0.191,3.2,0.8,3.4,26.4,111.7,0.334,0.483,0.318,0.27,82,243.4,86.3,0.354,0.79,31.3,44.5,29.2,8.6,4.8,17.1,"PG","1"
"368","Detlef Schrempf","IND",1993,30,82,37.8,0.6,0.154,0.48,0.804,6,3,3.7,19.2,0.602,0.199,0.013,0.006,0.15,0.221,2.9,0.9,4.8,26.8,111.9,0.342,0.485,0.342,0.281,82,240.9,85.6,0.326,0.766,29.9,44.8,26.1,7.5,4.9,15.3,"PF","1"
"369","Pooh Richardson","IND",1994,27,37,27.6,0.3,0.25,0.456,0.61,6.4,2.4,2.1,13.3,0.218,0.09,0.016,0.002,0.185,0.204,0.9,-1.4,0,27.2,107.8,0.366,0.471,0.344,0.267,82,240.9,79.5,0.368,0.738,29.4,43.2,25.1,8.6,5.6,17.6,"PG","1"
"370","Mark Jackson","IND",1996,30,81,32.6,1.8,0.43,0.524,0.785,7.8,2.5,1.9,15.9,0.305,0.11,0.02,0.002,0.221,0.158,2.6,-0.1,2.6,29.4,110.8,0.389,0.491,0.33,0.271,82,240.9,75.7,0.373,0.755,27.6,39.9,23.4,7.1,3.9,16.3,"PG","0"
"371","Mark Jackson","IND",2000,34,81,27,2.7,0.403,0.51,0.806,8,2.1,1.4,17.7,0.172,0.115,0.018,0.003,0.221,0.163,2,-1,1.9,30.4,108.5,0.302,0.469,0.249,0.197,82,240.6,81,0.392,0.811,31.9,42.1,22.6,6.8,5.1,14.1,"PG","0"
"372","Brad Miller","IND",2003,26,73,31.1,0.2,0.313,0.497,0.818,2.6,1.6,2.8,19.3,0.535,0.202,0.015,0.014,0.125,0.187,3.4,1.8,3.3,25.9,104.6,0.344,0.458,0.29,0.228,82,242.7,80.6,0.339,0.766,32,44.2,23.3,8.5,5.4,14.8,"C","1"
"373","Peja Stojakovic","IND",2006,28,40,36.4,5.6,0.404,0.538,0.903,1.7,1.3,2.2,19.1,0.261,0.158,0.01,0.004,0.073,0.229,1.8,-0.6,1.7,27.3,104.5,0.344,0.464,0.271,0.232,82,240.6,76.5,0.349,0.737,31.2,42.2,19.9,7.3,5,15.3,"SF","0"
"374","Jermaine O'Neal","IND",2008,29,42,28.7,0.1,0,0.439,0.742,2.2,2.5,3.1,14.4,0.318,0.185,0.008,0.054,0.154,0.248,1.6,2.1,0,26.7,106,0.292,0.498,0.244,0.271,82,240.9,85.3,0.374,0.768,32.1,43.1,22.7,7.6,5,15.1,"C","1"
"375","Jarrett Jack","IND",2009,25,82,33.1,2.7,0.353,0.498,0.852,4.1,2.2,2.2,13.1,0.308,0.095,0.016,0.005,0.16,0.185,1.8,-0.7,0.9,26.5,108.1,0.267,0.499,0.254,0.271,82,241.8,86.3,0.378,0.807,32.5,43.7,21.6,7,5.3,14.5,"SG","0"
"376","Troy Murphy","IND",2010,29,72,32.6,4.6,0.384,0.551,0.798,2.1,1.4,2.4,18,0.237,0.285,0.015,0.01,0.1,0.188,3.7,1.1,2.7,26.6,103.7,0.296,0.49,0.216,0.258,82,240.3,83.2,0.348,0.775,31.9,41.5,21.1,7.1,5.4,15,"PF","1"
"377","Mike Dunleavy","IND",2011,30,61,27.6,4.2,0.402,0.56,0.8,1.7,1.1,1.8,14.6,0.24,0.162,0.012,0.013,0.107,0.169,1.9,0.2,1.4,25.9,104.8,0.3,0.487,0.259,0.237,82,241.2,82.8,0.354,0.782,32.4,43.5,19.6,7.1,5.6,15.4,"SG","1"
"378","David West","IND",2015,34,66,28.7,0.3,0.2,0.474,0.739,3.4,1.8,2.4,16,0.235,0.197,0.013,0.02,0.137,0.21,2.8,2.4,1.8,28.3,103.5,0.266,0.478,0.24,0.217,82,242.1,83.2,0.352,0.756,34.4,44.9,21.4,6.2,4.6,14,"PF","1"
"379","George Hill","IND",2016,29,74,34.1,4.2,0.408,0.528,0.76,3.5,1.4,2,13.2,0.203,0.103,0.016,0.005,0.111,0.158,2.8,0.5,2.2,26.9,104.6,0.268,0.489,0.234,0.205,82,242.4,85.2,0.351,0.764,33.9,44.2,21.2,9,4.8,14.9,"PG","0"
